Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-04-03 00:00:00-04:00,69.40677536357256,69.88927315265845,68.69002592555951,69.29395065307617,3786820.0,0.0,0.0
2017-04-04 00:00:00-04:00,69.23834847596802,69.51707433428435,68.80004478295902,69.17957572937011,3448060.0,0.0,0.0
2017-04-05 00:00:00-04:00,69.25865545664092,70.058933511677,68.88001575472563,69.0289077758789,2644060.0,0.0,0.0
2017-04-06 00:00:00-04:00,69.17537265322963,69.94346323929497,69.09432582283021,69.58740539550782,2875880.0,0.0,0.0
2017-04-07 00:00:00-04:00,69.57390905599449,70.23395267816878,69.49340819066634,69.97469482421874,2301620.0,0.0,0.0
2017-04-10 00:00:00-04:00,70.00565917235511,70.96202937875572,69.79756342439937,70.47442398071288,2730520.0,0.0,0.0
2017-04-11 00:00:00-04:00,70.33045489705071,70.80829005371498,69.84867578210842,70.5156681060791,2400520.0,0.0,0.0
2017-04-12 00:00:00-04:00,70.31985773740986,70.59752954438915,69.7612105720962,70.20725021362304,2815800.0,0.0,0.0
2017-04-13 00:00:00-04:00,70.09454522451453,70.38960256764221,69.35876968243609,69.47049942016602,2553040.0,0.0,0.0
2017-04-17 00:00:00-04:00,69.48871259075344,70.19395748242326,69.16715633800334,70.04688682556153,2148860.0,0.0,0.0
2017-04-18 00:00:00-04:00,69.89498571995361,70.39443490093007,69.75072832510837,70.15713119506836,1946640.0,0.0,0.0
2017-04-19 00:00:00-04:00,70.39671347721801,70.9104278289833,69.9552027135989,70.47232322692871,2608280.0,0.0,0.0
2017-04-20 00:00:00-04:00,71.23149862713069,72.10907966573151,70.66238270108457,71.7347599029541,3545980.0,0.0,0.0
2017-04-21 00:00:00-04:00,71.67900349293701,72.21476042951016,71.33183023549667,72.05923576354981,3069580.0,0.0,0.0
2017-04-24 00:00:00-04:00,72.81026829713085,73.21977443409337,71.71221280562627,72.2317928314209,3544140.0,0.35,0.0
2017-04-25 00:00:00-04:00,72.6947932593101,73.3938303732559,72.15752927268166,72.86894302368164,3604480.0,0.0,0.0
2017-04-26 00:00:00-04:00,72.89095353840227,73.5049718127981,72.43583631801287,73.14169425964356,2963560.0,0.195,0.0
2017-04-27 00:00:00-04:00,66.14421372038323,67.27553201154288,65.6668653164367,67.0054235458374,4340183.333333333,0.0,0.0
2017-04-28 00:00:00-04:00,67.01760194106217,67.3125097993537,66.14032425712128,66.97948773701985,2673866.6666666665,0.0,0.0
2017-05-01 00:00:00-04:00,66.89398784324088,68.14036740520807,66.32228470564966,66.83347638448079,2334350.0,0.0,0.0
2017-05-02 00:00:00-04:00,67.06157068056258,67.93240719513477,66.71003220183249,67.59474595362224,2428283.3333333335,0.0,0.0
2017-05-03 00:00:00-04:00,67.5903496986465,68.74139819037993,67.15309850452424,67.97480805714925,1738133.3333333333,0.0,0.0
2017-05-04 00:00:00-04:00,68.1130231251467,68.6746724676231,67.53371484481082,68.2768627802531,1963716.6666666667,0.0,0.0
